shop_id;shop_name;review_text;rating;source;review_name;review_date;latitude;longitude;Label
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;1. update harga terbaru di foto saya (harga normal cafe pd umum nya) 2. saya beli ramen jepang chicken, ga enak mie nya hambar tp kuah nya cukup enak. tp overcook gitu hiks 3. minuman nya enak tapi b aja 4. tempat nya tenaaanggg banget bs utk me time, ngelamun 5. kasir n dapur nya beda lantai, klo minta cabe skalian ke mbak kitchen nya pas anter pesenan. biar ga naik turun capek wasting time 6. toilet bersih bangett nyaman 7. meja kursi setiap sudut bersih gada daun jatuh (outdoor) 8. minum ditunggu, kita bawa sendiri. makanan di anter 9. indoor nyaman banget;5;google_places_api;devi andarini;4 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Tempat ngopi yang modern dan termasuk legend di kota malang. Tempat luas, pelayanan cepat. Namun kalau datang pagi lumayan kotor. Bukanya 24 jam. Colokan disediakan banyak, wifi lumayan oke. Kopi enak, minuman banyak varian. Makanan juga banyak varian. Parkiran lumayan luas;5;google_places_api;yogas andika;5 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;New menunya enak. Dapet free donat dan enak juga. Kopi Roketto wajib dicobain sih, terbaik pokonya.;5;google_places_api;Muhammad Usmar Arif;sebulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Tempatnya nyaman, luas, bisa sambil kerja/laptopan, bisa buat ngobrol ramai-ramai juga, cocok buat nongkrong. Ada menu untuk sarapan, snack, pastries, kopi, dll. Untuk harganya rata-rata, untuk rasa lumayan enak;5;google_places_api;S****i A*****;2 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;pelayanannya super duper keren poll, terimakasih banyak buat kak dery/gery (aku lupa huhu) waiters terkeren, semangat kerja nya kakkkkk di pertahankan kinerja nya yaa! Jempol 5 buat kakakkknyaaaa. naikin gajinyaa (dengan nada bisikan) xixi 😍;5;google_places_api;Nurlaily sakinah;4 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Roketto Coffee Malang jadi salah satu hidden gem yang wajib dikunjungi kalau lagi cari tempat ngopi dengan suasana yang cozy, estetik, dan nyaman di Malang. Begitu masuk ke Roketto, vibes-nya langsung terasa beda—interiornya minimalis dengan dominasi warna earth tone yang hangat, pencahayaan yang natural, plus beberapa sudut yang instagramable banget buat foto. Cocok buat yang pengen chill, ngerjain tugas, atau sekadar ngobrol santai sama teman.  Tempatnya cukup luas, ada area indoor yang nyaman banget buat kerja karena tersedia colokan di hampir setiap meja, dan ada juga area semi-outdoor yang estetik dengan banyak tanaman hijau yang bikin betah lama-lama di sini. Suasana musiknya juga nggak terlalu keras, jadi nggak ganggu kalau lagi fokus ngerjain sesuatu.  Soal menu, Roketto punya banyak pilihan kopi dan non-kopi yang variatif banget. Aku pribadi suka banget sama Latte-nya—creamy-nya pas, kopinya balance, dan nggak terlalu pahit. Selain itu, Caramel Latte dan Matcha Latte mereka juga recommended banget kalau kamu suka yang lebih manis. Kalau lagi pengen yang seger, Yuzu Sparkling dan Lemon Tea mereka juga enak dan bikin fresh. Untuk makanan, mereka juga punya beberapa pilihan cake dan pastry yang oke buat teman ngopi.  Harganya cukup standar untuk café di Malang, mulai dari 25-40 ribuan untuk minuman. Worth it banget dengan kualitas rasa dan suasananya. Pelayanannya juga ramah, baristanya informatif dan nggak ragu ngasih rekomendasi menu. Pesanan juga cukup cepat keluar, jadi nggak perlu nunggu lama.  Kalau boleh kasih masukan, mungkin parkiran motor dan mobilnya bisa lebih ditata lagi biar nggak terlalu sempit pas jam-jam rame. Tapi selain itu, semuanya sudah oke banget.  Overall, aku kasih nilai 4.7/5 untuk Roketto Coffee Malang. Café yang wajib banget dikunjungi kalau pengen cari tempat ngopi yang tenang, nyaman, dan estetik di kota ini. Pasti bakal balik lagi kalau ada waktu!;5;google_places_api;Febby Filan;7 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Tiga tahun berlalu sejak tugas akhir merenggut kewarasan, dan sekarang balik lagi ke Roketto Coffee n Co. Untung ambiencenya masih bikin betah dan bukan bikin trauma 😆. Makanan dan minumannya masih enak kayak dulu. Tempatnya emang nggak pernah gagal!;5;google_places_api;Ika Firda;2 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Tempat bagus (temanku sampai pingsan jir). Makanan enak minum enak, kursi yg kayu kurang nyaman njirlah. Aku mau naik rokket;5;google_places_api;Jastin Nugroho;5 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Disini pakai sistem self service jadi pesan, bayar dan menunggu lalu kita bawa sendiri kemeja kecuali untuk pesanan menu rice baru diantar kemeja;4;google_places_api;Yulia Yuyun;5 bulan lalu;-79.140.002;1.126.053.372;
0x2dd6291d88fbf8ef:0x9148d7afe2213bad;Roketto Coffee & Co;Udah lama banget gak ke sini, terus ke sini lagi versi udah renov dan makin bagus. Pas ke sini sih kondisinya ga begitu rame, masih banyak tempat juga. Khawatir rame dan wifinya ga oke juga, ternyata masih cukup oke. Menunya juga masih banyak dan ada menu beratnya juga. Untuk konsep pesennya masih sama, self service juga. Tapi jangan lupa minta password wifi pas pesen ya biar ga bolak balik, karena crew juga ga nawarin atau nanyain sih. Untuk area atas indoor kalo pas di luar lagi panas emang ACnya kurang terasa. Tapi so far good!;4;google_places_api;annisaa ramadhani;setahun lalu;-79.140.002;1.126.053.372;
